A,B,V
117,345,1.0
117,351,1.0
117,374,1.0
117,378,1.0
117,388,1.0
117,389,1.0
117,392,1.0
117,393,1.0
117,397,1.0
117,400,1.0
117,407,1.0
117,411,1.0
117,414,1.0
117,415,1.0
117,424,1.0
117,440,1.0
117,442,1.0
117,448,1.0
117,450,1.0
117,455,1.0
117,459,1.0
117,468,1.0
117,470,1.0
117,472,1.0
117,474,1.0
117,478,1.0
117,480,1.0
117,483,1.0
117,494,1.0
117,498,1.0
117,502,1.0
117,506,1.0
117,509,1.0
117,520,1.0
117,523,1.0
117,527,1.0
117,529,1.0
117,538,1.0
117,541,1.0
118,118,1.0
119,119,1.0
120,120,1.0
121,121,1.0
122,122,1.0
123,123,1.0
124,6,1.0
124,16,1.0
124,26,1.0
124,27,1.0
124,29,1.0
124,33,1.0
124,40,1.0
124,48,1.0
124,49,1.0
124,51,1.0
124,52,1.0
124,58,1.0
124,71,1.0
124,75,1.0
124,76,1.0
124,81,1.0
124,82,1.0
124,89,1.0
124,98,1.0
124,107,1.0
124,109,1.0
124,111,1.0
124,112,1.0
124,113,1.0
124,115,1.0
124,117,1.0
124,124,1.0
125,125,1.0
126,7,1.0
126,18,1.0
126,24,1.0
126,37,1.0
126,38,1.0
126,56,1.0
126,88,1.0
126,99,1.0
126,126,1.0
126,533,1.0
127,127,1.0
128,128,1.0
129,17,1.0
129,24,1.0
129,26,1.0
129,88,1.0
129,99,1.0
129,129,1.0
130,24,1.0
130,88,1.0
130,99,1.0
130,130,1.0
130,133,1.0
130,139,1.0
130,146,1.0
130,152,1.0
130,171,1.0
130,183,1.0
130,221,1.0
130,232,1.0
130,249,1.0
130,262,1.0
130,264,1.0
130,271,1.0
130,281,1.0
130,332,1.0
130,343,1.0
130,346,1.0
130,356,1.0
130,373,1.0
130,375,1.0
130,392,1.0
130,400,1.0
130,410,1.0
130,424,1.0
130,434,1.0
130,436,1.0
130,450,1.0
130,466,1.0
130,480,1.0
130,482,1.0
130,483,1.0
130,509,1.0
130,533,1.0
130,539,1.0
130,541,1.0
131,131,1.0
132,132,1.0
133,7,1.0
133,15,1.0
133,17,1.0
133,18,1.0
133,24,1.0
133,37,1.0
133,38,1.0
133,56,1.0
133,88,1.0
133,99,1.0
133,130,1.0
133,133,1.0
133,146,1.0
133,373,1.0
134,134,1.0
135,135,1.0
136,136,1.0
137,137,1.0
138,138,1.0
139,0,1.0
139,17,1.0
139,21,1.0
139,24,1.0
139,26,1.0
139,40,1.0
139,59,1.0
139,73,1.0
139,77,1.0
139,88,1.0
139,90,1.0
139,99,1.0
139,100,1.0
139,106,1.0
139,115,1.0
139,130,1.0
139,139,1.0
140,140,1.0
141,141,1.0
142,142,1.0
143,16,1.0
143,17,1.0
143,26,1.0
143,29,1.0
143,48,1.0
143,49,1.0
143,52,1.0
143,58,1.0
143,75,1.0
143,76,1.0
143,81,1.0
143,82,1.0
143,107,1.0
143,109,1.0
143,111,1.0
143,112,1.0
143,113,1.0
143,117,1.0
143,143,1.0
144,144,1.0
145,145,1.0
146,7,1.0
146,8,1.0
146,15,1.0
146,17,1.0
146,18,1.0
146,24,1.0
146,37,1.0
146,38,1.0
146,56,1.0
146,88,1.0
146,99,1.0
146,130,1.0
146,133,1.0
146,146,1.0
147,147,1.0
148,16,1.0
148,29,1.0
148,58,1.0
148,75,1.0
148,76,1.0
148,81,1.0
148,82,1.0
148,107,1.0
148,109,1.0
148,111,1.0
148,112,1.0
148,117,1.0
148,148,1.0
148,151,1.0
148,152,1.0
148,161,1.0
148,163,1.0
148,165,1.0
148,169,1.0
148,170,1.0
148,195,1.0
148,196,1.0
148,204,1.0
148,231,1.0
148,250,1.0
148,254,1.0
148,255,1.0
148,270,1.0
148,280,1.0
148,296,1.0
148,307,1.0
148,308,1.0
148,310,1.0
148,315,1.0
148,316,1.0
148,325,1.0
148,327,1.0
148,329,1.0
148,341,1.0
148,344,1.0
148,345,1.0
148,351,1.0
148,374,1.0
148,378,1.0
148,388,1.0
148,389,1.0
148,392,1.0
148,393,1.0
148,397,1.0
148,400,1.0
148,407,1.0
148,411,1.0
148,414,1.0
148,415,1.0
148,424,1.0
148,440,1.0
148,442,1.0
148,448,1.0
148,450,1.0
148,455,1.0
148,459,1.0
148,468,1.0
148,470,1.0
148,472,1.0
148,474,1.0
148,478,1.0
148,480,1.0
148,483,1.0
148,494,1.0
148,498,1.0
148,502,1.0
148,506,1.0
148,509,1.0
148,520,1.0
148,523,1.0
148,527,1.0
148,529,1.0
148,538,1.0
148,541,1.0
149,149,1.0
149,152,1.0
149,160,1.0
149,207,1.0
149,222,1.0
149,262,1.0
149,302,1.0
149,307,1.0
149,315,1.0
149,341,1.0
149,346,1.0
149,378,1.0
149,400,1.0
149,407,1.0
149,409,1.0
149,435,1.0
149,440,1.0
149,450,1.0
149,456,1.0
149,464,1.0
149,468,1.0
149,478,1.0
149,479,1.0
149,480,1.0
149,494,1.0
149,523,1.0
149,527,1.0
149,533,1.0
149,539,1.0
150,150,1.0
151,16,1.0
151,29,1.0
151,58,1.0
151,75,1.0
151,76,1.0
151,81,1.0
151,82,1.0
151,107,1.0
151,109,1.0
151,111,1.0
151,112,1.0
151,117,1.0
151,148,1.0
151,151,1.0
151,152,1.0
151,161,1.0
151,163,1.0
151,165,1.0
151,169,1.0
151,170,1.0
151,195,1.0
151,196,1.0
151,204,1.0
151,231,1.0
151,250,1.0
151,254,1.0
151,255,1.0
151,270,1.0
151,280,1.0
151,296,1.0
151,307,1.0
151,308,1.0
151,310,1.0
151,315,1.0
151,316,1.0
151,325,1.0
151,327,1.0
151,329,1.0
151,341,1.0
151,344,1.0
151,345,1.0
151,351,1.0
151,374,1.0
151,378,1.0
151,388,1.0
151,389,1.0
151,392,1.0
151,393,1.0
151,397,1.0
151,400,1.0
151,407,1.0
151,411,1.0
151,414,1.0
151,415,1.0
151,424,1.0
151,440,1.0
151,442,1.0
151,448,1.0
151,450,1.0
151,455,1.0
151,459,1.0
151,468,1.0
151,470,1.0
151,472,1.0
151,474,1.0
151,478,1.0
151,480,1.0
151,483,1.0
151,494,1.0
151,498,1.0
151,502,1.0
151,506,1.0
151,509,1.0
151,520,1.0
151,523,1.0
151,527,1.0
151,529,1.0
151,538,1.0
151,541,1.0
152,0,1.0
152,6,1.0
152,16,1.0
152,17,1.0
152,24,1.0
152,27,1.0
152,28,1.0
152,29,1.0
152,33,1.0
152,40,1.0
152,48,1.0
152,49,1.0
152,52,1.0
152,53,1.0
152,58,1.0
152,59,1.0
152,75,1.0
152,76,1.0
152,81,1.0
152,82,1.0
152,88,1.0
152,89,1.0
152,90,1.0
152,95,1.0
152,99,1.0
152,106,1.0
152,107,1.0
152,109,1.0
152,111,1.0
152,112,1.0
152,113,1.0
152,115,1.0
152,117,1.0
152,130,1.0
152,148,1.0
152,149,1.0
152,151,1.0
152,152,1.0
153,153,1.0
154,154,1.0
155,155,1.0
156,156,1.0
157,56,1.0
157,157,1.0
157,179,1.0
157,205,1.0
157,213,1.0
157,249,1.0
157,264,1.0
157,317,1.0
157,320,1.0
157,331,1.0
157,347,1.0
157,348,1.0
157,356,1.0
157,373,1.0
157,384,1.0
157,392,1.0
157,445,1.0
157,452,1.0
157,480,1.0
157,514,1.0
157,530,1.0
157,533,1.0
158,158,1.0
159,159,1.0
160,53,1.0
160,73,1.0
160,115,1.0
160,149,1.0
160,160,1.0
161,16,1.0
161,29,1.0
161,58,1.0
161,75,1.0
161,76,1.0
161,81,1.0
161,82,1.0
161,107,1.0
161,109,1.0
161,111,1.0
161,112,1.0
161,117,1.0
161,148,1.0
161,151,1.0
161,161,1.0
161,163,1.0
161,165,1.0
161,169,1.0
161,170,1.0
161,195,1.0
161,196,1.0
161,204,1.0
161,231,1.0
161,250,1.0
161,254,1.0
161,255,1.0
161,270,1.0
161,280,1.0
161,296,1.0
161,307,1.0
161,308,1.0
161,310,1.0
161,315,1.0
161,316,1.0
161,325,1.0
161,327,1.0
161,329,1.0
161,341,1.0
161,344,1.0
161,345,1.0
161,351,1.0
161,374,1.0
161,378,1.0
161,388,1.0
161,389,1.0
161,392,1.0
161,393,1.0
161,397,1.0
161,400,1.0
161,407,1.0
161,411,1.0
161,414,1.0
161,415,1.0
161,424,1.0
161,440,1.0
161,442,1.0
161,448,1.0
161,450,1.0
161,455,1.0
161,459,1.0
161,468,1.0
161,470,1.0
161,472,1.0
161,474,1.0
161,478,1.0
161,480,1.0
161,483,1.0
161,494,1.0
161,498,1.0
161,502,1.0
161,506,1.0
161,509,1.0
161,520,1.0
161,523,1.0
161,527,1.0
161,529,1.0
161,538,1.0
161,541,1.0
162,162,1.0
163,16,1.0
163,29,1.0
163,58,1.0
163,75,1.0
163,76,1.0
163,81,1.0
163,82,1.0
163,107,1.0
163,109,1.0
163,111,1.0
163,112,1.0
163,117,1.0
163,148,1.0
163,151,1.0
163,161,1.0
163,163,1.0
163,165,1.0
163,169,1.0
163,170,1.0
163,195,1.0
163,196,1.0
163,204,1.0
163,231,1.0
163,250,1.0
163,254,1.0
163,255,1.0
163,270,1.0
163,280,1.0
163,296,1.0
163,307,1.0
163,308,1.0
163,310,1.0
163,315,1.0
163,316,1.0
163,325,1.0
163,327,1.0
163,329,1.0
163,341,1.0
163,344,1.0
163,345,1.0
163,351,1.0
163,374,1.0
163,378,1.0
163,388,1.0
163,389,1.0
163,392,1.0
163,393,1.0
163,397,1.0
163,400,1.0
163,407,1.0
163,411,1.0
163,414,1.0
163,415,1.0
163,424,1.0
163,440,1.0
163,442,1.0
163,448,1.0
163,450,1.0
163,455,1.0
163,459,1.0
163,468,1.0
163,470,1.0
163,472,1.0
163,474,1.0
163,478,1.0
163,480,1.0
163,483,1.0
163,494,1.0
163,498,1.0
163,502,1.0
163,506,1.0
163,509,1.0
163,520,1.0
163,523,1.0
163,527,1.0
163,529,1.0
163,538,1.0
163,541,1.0
164,164,1.0
165,16,1.0
165,29,1.0
165,58,1.0
165,75,1.0
165,76,1.0
165,81,1.0
165,82,1.0
165,107,1.0
165,109,1.0
165,111,1.0
165,112,1.0
165,117,1.0
165,148,1.0
165,151,1.0
165,161,1.0
165,163,1.0
165,165,1.0
165,169,1.0
165,170,1.0
165,195,1.0
165,196,1.0
165,204,1.0
165,231,1.0
165,250,1.0
165,254,1.0
165,255,1.0
165,270,1.0
165,280,1.0
165,296,1.0
165,307,1.0
165,308,1.0
165,310,1.0
165,315,1.0
165,316,1.0
165,325,1.0
165,327,1.0
165,329,1.0
165,341,1.0
165,344,1.0
165,345,1.0
165,351,1.0
165,374,1.0
165,378,1.0
165,388,1.0
165,389,1.0
165,392,1.0
165,393,1.0
165,397,1.0
165,400,1.0
165,407,1.0
165,411,1.0
165,414,1.0
165,415,1.0
165,424,1.0
165,440,1.0
165,442,1.0
165,448,1.0
165,450,1.0
165,455,1.0
165,459,1.0
165,468,1.0
165,470,1.0
165,472,1.0
165,474,1.0
165,478,1.0
165,480,1.0
165,483,1.0
165,494,1.0
165,498,1.0
165,502,1.0
165,506,1.0
165,509,1.0
165,520,1.0
165,523,1.0
165,527,1.0
165,529,1.0
165,538,1.0
165,541,1.0
166,166,1.0
167,73,1.0
167,167,1.0
168,168,1.0
169,16,1.0
169,29,1.0
169,58,1.0
169,75,1.0
169,76,1.0
169,81,1.0
169,82,1.0
169,107,1.0
169,109,1.0
169,111,1.0
169,112,1.0
169,117,1.0
169,148,1.0
169,151,1.0
169,161,1.0
169,163,1.0
169,165,1.0
169,169,1.0
170,16,1.0
170,29,1.0
170,48,1.0
170,52,1.0
170,58,1.0
170,75,1.0
170,76,1.0
170,81,1.0
170,82,1.0
170,107,1.0
170,109,1.0
170,111,1.0
170,112,1.0
170,113,1.0
170,117,1.0
170,148,1.0
170,151,1.0
170,161,1.0
170,163,1.0
170,165,1.0
170,170,1.0
170,344,1.0
171,24,1.0
171,88,1.0
171,99,1.0
171,130,1.0
171,171,1.0
171,183,1.0
171,221,1.0
171,232,1.0
171,249,1.0
171,262,1.0
171,264,1.0
171,271,1.0
171,281,1.0
171,332,1.0
171,343,1.0
171,346,1.0
171,356,1.0
171,373,1.0
171,375,1.0
171,392,1.0
171,400,1.0
171,410,1.0
171,424,1.0
171,434,1.0
171,436,1.0
171,450,1.0
171,466,1.0
171,480,1.0
171,482,1.0
171,483,1.0
171,509,1.0
171,533,1.0
171,539,1.0
171,541,1.0
172,52,1.0
172,113,1.0
172,172,1.0
172,186,1.0
172,187,1.0
172,196,1.0
172,197,1.0
172,207,1.0
172,253,1.0
172,268,1.0
172,300,1.0
172,308,1.0
172,315,1.0
172,330,1.0
172,338,1.0
172,344,1.0
172,363,1.0
172,378,1.0
172,389,1.0
172,400,1.0
172,403,1.0
172,407,1.0
172,409,1.0
172,410,1.0
172,414,1.0
172,416,1.0
172,424,1.0
172,426,1.0
172,428,1.0
172,446,1.0
172,472,1.0
172,479,1.0
172,506,1.0
172,529,1.0
172,532,1.0
172,533,1.0
173,173,1.0
174,174,1.0
175,26,1.0
175,77,1.0
175,86,1.0
175,100,1.0
175,175,1.0
175,387,1.0
175,541,1.0
176,176,1.0
177,177,1.0
178,178,1.0
179,7,1.0
179,18,1.0
179,37,1.0
179,56,1.0
179,157,1.0
179,179,1.0
179,205,1.0
179,249,1.0
179,264,1.0
179,317,1.0
179,320,1.0
179,331,1.0
179,348,1.0
179,356,1.0
179,373,1.0
179,384,1.0
179,392,1.0
179,452,1.0
179,514,1.0
179,530,1.0
179,533,1.0
180,26,1.0
180,77,1.0
180,100,1.0
180,180,1.0
180,192,1.0
180,268,1.0
180,308,1.0
180,387,1.0
180,430,1.0
180,447,1.0
180,454,1.0
180,459,1.0
180,472,1.0
180,478,1.0
180,479,1.0
180,536,1.0
180,539,1.0
180,541,1.0
181,181,1.0
182,17,1.0
182,182,1.0
182,424,1.0
182,479,1.0
182,539,1.0
182,541,1.0
183,24,1.0
183,88,1.0
183,99,1.0
183,130,1.0
183,171,1.0
183,183,1.0
183,343,1.0
183,356,1.0
183,373,1.0
183,482,1.0
183,541,1.0
184,184,1.0
185,185,1.0
186,52,1.0
186,113,1.0
186,172,1.0
186,186,1.0
186,187,1.0
186,196,1.0
186,197,1.0
186,207,1.0
186,253,1.0
186,268,1.0
186,300,1.0
186,308,1.0
186,315,1.0
186,330,1.0
186,338,1.0
186,344,1.0
186,363,1.0
186,378,1.0
186,389,1.0
186,400,1.0
186,403,1.0
186,407,1.0
186,409,1.0
186,410,1.0
186,414,1.0
186,416,1.0
186,424,1.0
186,426,1.0
186,428,1.0
186,446,1.0
186,472,1.0
186,479,1.0
186,506,1.0
186,529,1.0
186,532,1.0
186,533,1.0
187,52,1.0
187,113,1.0
187,172,1.0
187,186,1.0
187,187,1.0
187,196,1.0
187,197,1.0
187,207,1.0
187,253,1.0
187,268,1.0
187,300,1.0
187,308,1.0
187,315,1.0
187,330,1.0
187,338,1.0
187,344,1.0
187,363,1.0
187,378,1.0
187,389,1.0
187,400,1.0
187,403,1.0
187,407,1.0
187,409,1.0
187,410,1.0
187,414,1.0
187,416,1.0
187,424,1.0
187,426,1.0
187,428,1.0
187,446,1.0
187,472,1.0
187,479,1.0
187,506,1.0
187,529,1.0
187,532,1.0
187,533,1.0
188,188,1.0
189,189,1.0
190,190,1.0
191,191,1.0
192,26,1.0
192,77,1.0
192,100,1.0
192,180,1.0
192,192,1.0
192,268,1.0
192,308,1.0
192,387,1.0
192,430,1.0
192,447,1.0
192,454,1.0
192,459,1.0
192,472,1.0
192,478,1.0
192,479,1.0
192,536,1.0
192,539,1.0
192,541,1.0
193,193,1.0
194,194,1.0
195,16,1.0
195,29,1.0
195,58,1.0
195,75,1.0
195,76,1.0
195,81,1.0
195,82,1.0
195,107,1.0
195,109,1.0
195,111,1.0
195,112,1.0
195,117,1.0
195,148,1.0
195,151,1.0
195,161,1.0
195,163,1.0
195,165,1.0
195,195,1.0
195,196,1.0
195,204,1.0
195,231,1.0
195,250,1.0
195,254,1.0
195,255,1.0
195,270,1.0
195,280,1.0
195,296,1.0
195,307,1.0
195,308,1.0
195,310,1.0
195,315,1.0
195,316,1.0
195,325,1.0
195,327,1.0
195,329,1.0
195,341,1.0
195,344,1.0
195,345,1.0
195,351,1.0
195,374,1.0
195,378,1.0
195,388,1.0
195,389,1.0
195,392,1.0
195,393,1.0
195,397,1.0
195,400,1.0
195,407,1.0
195,411,1.0
195,414,1.0
195,415,1.0
195,424,1.0
195,440,1.0
195,442,1.0
195,448,1.0
195,450,1.0
195,455,1.0
195,459,1.0
195,468,1.0
195,470,1.0
195,472,1.0
195,474,1.0
195,478,1.0
195,480,1.0
195,483,1.0
195,494,1.0
195,498,1.0
195,502,1.0
195,506,1.0
195,509,1.0
195,520,1.0
195,523,1.0
195,527,1.0
195,529,1.0
195,538,1.0
195,541,1.0
196,16,1.0
196,29,1.0
196,48,1.0
196,52,1.0
196,58,1.0
196,75,1.0
196,76,1.0
196,81,1.0
196,82,1.0
196,107,1.0
196,109,1.0
196,111,1.0
196,112,1.0
196,113,1.0
196,117,1.0
196,148,1.0
196,151,1.0
196,161,1.0
196,163,1.0
196,165,1.0
196,172,1.0
196,186,1.0
196,187,1.0
196,195,1.0
196,196,1.0
196,308,1.0
196,315,1.0
196,344,1.0
196,378,1.0
196,389,1.0
196,400,1.0
196,407,1.0
196,414,1.0
196,424,1.0
196,472,1.0
196,506,1.0
196,529,1.0
197,27,1.0
197,52,1.0
197,113,1.0
197,115,1.0
197,172,1.0
197,186,1.0
197,187,1.0
197,197,1.0
198,17,1.0
198,198,1.0
199,199,1.0
200,200,1.0
201,26,1.0
201,201,1.0
201,479,1.0
201,539,1.0
202,202,1.0
203,203,1.0
204,16,1.0
204,29,1.0
204,58,1.0
204,75,1.0
204,76,1.0
204,81,1.0
204,82,1.0
204,107,1.0
204,109,1.0
204,111,1.0
204,112,1.0
204,117,1.0
204,148,1.0
204,151,1.0
204,161,1.0
204,163,1.0
204,165,1.0
204,195,1.0
204,204,1.0
204,231,1.0
204,250,1.0
204,254,1.0
204,255,1.0
204,270,1.0
204,280,1.0
204,296,1.0
204,307,1.0
204,308,1.0
204,310,1.0
204,315,1.0
204,316,1.0
204,325,1.0
204,327,1.0
204,329,1.0
204,341,1.0
204,344,1.0
204,345,1.0
204,351,1.0
204,374,1.0
204,378,1.0
204,388,1.0
204,389,1.0
204,392,1.0
204,393,1.0
204,397,1.0
204,400,1.0
204,407,1.0
204,411,1.0
204,414,1.0
204,415,1.0
204,424,1.0
204,440,1.0
204,442,1.0
204,448,1.0
204,450,1.0
204,455,1.0
204,459,1.0
204,468,1.0
204,470,1.0
204,472,1.0
204,474,1.0
204,478,1.0
204,480,1.0
204,483,1.0
204,494,1.0
204,498,1.0
204,502,1.0
204,506,1.0
204,509,1.0
204,520,1.0
204,523,1.0
204,527,1.0
204,529,1.0
204,538,1.0
204,541,1.0
205,7,1.0
205,18,1.0
205,37,1.0
205,56,1.0
205,157,1.0
205,179,1.0
205,205,1.0
205,249,1.0
205,264,1.0
205,317,1.0
205,320,1.0
205,331,1.0
205,348,1.0
205,356,1.0
205,373,1.0
205,384,1.0
205,392,1.0
205,452,1.0
205,514,1.0
205,530,1.0
205,533,1.0
206,206,1.0
207,52,1.0
207,113,1.0
207,149,1.0
207,172,1.0
207,186,1.0
207,187,1.0
207,207,1.0
207,315,1.0
207,378,1.0
207,400,1.0
207,407,1.0
207,409,1.0
207,479,1.0
207,533,1.0
208,208,1.0
209,209,1.0
210,210,1.0
211,211,1.0
212,212,1.0
212,213,1.0
212,222,1.0
212,230,1.0
212,262,1.0
212,271,1.0
212,338,1.0
212,368,1.0
212,410,1.0
212,424,1.0
212,450,1.0
212,469,1.0
212,539,1.0
213,17,1.0
213,56,1.0
213,157,1.0
213,212,1.0
213,213,1.0
214,214,1.0
215,215,1.0
216,216,1.0
217,217,1.0
218,218,1.0
219,219,1.0
220,220,1.0
221,24,1.0
221,88,1.0
221,99,1.0
221,130,1.0
221,171,1.0
221,221,1.0
221,232,1.0
221,249,1.0
221,262,1.0
221,264,1.0
221,271,1.0
221,281,1.0
221,332,1.0
221,343,1.0
221,346,1.0
221,356,1.0
221,373,1.0
221,375,1.0
221,392,1.0
221,400,1.0
221,410,1.0
221,424,1.0
221,434,1.0
221,436,1.0
221,450,1.0
221,466,1.0
221,480,1.0
221,482,1.0
221,483,1.0
221,509,1.0
221,533,1.0
221,539,1.0
221,541,1.0
222,51,1.0
222,71,1.0
222,149,1.0
222,212,1.0
222,222,1.0
223,223,1.0
224,224,1.0
225,225,1.0
226,226,1.0
227,227,1.0
228,228,1.0
229,229,1.0
230,73,1.0
230,212,1.0
230,230,1.0
230,539,1.0
231,16,1.0
231,29,1.0
231,58,1.0
231,75,1.0
231,76,1.0
231,81,1.0
231,82,1.0
231,107,1.0
231,109,1.0
231,111,1.0
231,112,1.0
231,117,1.0
231,148,1.0
231,151,1.0
231,161,1.0
231,163,1.0
231,165,1.0
231,195,1.0
231,204,1.0
231,231,1.0
231,250,1.0
231,254,1.0
231,255,1.0
231,270,1.0
231,280,1.0
231,296,1.0
231,307,1.0
231,308,1.0
231,310,1.0
231,315,1.0
231,316,1.0
231,325,1.0
231,327,1.0
231,329,1.0
231,341,1.0
231,344,1.0
231,345,1.0
231,351,1.0
231,374,1.0
231,378,1.0
231,388,1.0
231,389,1.0
231,392,1.0
231,393,1.0
231,397,1.0
231,400,1.0
231,407,1.0
231,411,1.0
231,414,1.0
231,415,1.0
231,424,1.0
231,440,1.0
231,442,1.0
231,448,1.0
231,450,1.0
231,455,1.0
231,459,1.0
231,468,1.0
231,470,1.0
231,472,1.0
231,474,1.0
231,478,1.0
231,480,1.0
231,483,1.0
231,494,1.0
231,498,1.0
231,502,1.0
231,506,1.0
231,509,1.0
231,520,1.0
231,523,1.0
231,527,1.0
231,529,1.0
231,538,1.0
231,541,1.0
232,24,1.0
232,88,1.0
232,99,1.0
232,130,1.0
232,171,1.0
232,221,1.0
232,232,1.0
232,249,1.0
232,262,1.0
232,264,1.0
232,271,1.0
232,281,1.0
232,332,1.0
232,343,1.0
232,346,1.0
232,356,1.0
232,373,1.0
232,375,1.0
232,392,1.0
232,400,1.0
232,410,1.0
232,424,1.0
232,434,1.0
232,436,1.0
232,450,1.0
232,466,1.0
232,480,1.0
232,482,1.0
232,483,1.0
232,509,1.0
232,533,1.0
232,539,1.0
232,541,1.0
233,233,1.0
234,234,1.0
235,235,1.0
236,236,1.0
237,237,1.0
238,238,1.0
239,239,1.0
240,240,1.0
241,241,1.0
242,242,1.0
243,26,1.0
243,243,1.0
243,268,1.0
243,280,1.0
243,296,1.0
243,308,1.0
243,315,1.0
243,387,1.0
243,409,1.0
243,430,1.0
243,447,1.0
243,454,1.0
243,459,1.0
243,472,1.0
243,478,1.0
243,479,1.0
243,498,1.0
243,535,1.0
243,536,1.0
243,539,1.0
243,541,1.0
244,244,1.0
245,245,1.0
246,246,1.0
247,247,1.0
248,248,1.0
249,0,1.0
249,7,1.0
249,8,1.0
249,17,1.0
249,18,1.0
249,24,1.0
249,37,1.0
249,38,1.0
249,56,1.0
249,88,1.0
249,99,1.0
249,130,1.0
249,157,1.0
249,171,1.0
249,179,1.0
249,205,1.0
249,221,1.0
249,232,1.0
249,249,1.0
250,16,1.0
250,29,1.0
250,58,1.0
250,75,1.0
250,76,1.0
250,81,1.0
250,82,1.0
250,107,1.0
250,109,1.0
250,111,1.0
250,112,1.0
250,117,1.0
250,148,1.0
250,151,1.0
250,161,1.0
250,163,1.0
250,165,1.0
250,195,1.0
250,204,1.0
250,231,1.0
250,250,1.0
250,254,1.0
250,255,1.0
250,270,1.0
250,280,1.0
250,296,1.0
250,307,1.0
250,308,1.0
250,310,1.0
250,315,1.0
250,316,1.0
250,325,1.0
250,327,1.0
250,329,1.0
250,341,1.0
250,344,1.0
250,345,1.0
250,351,1.0
250,374,1.0
250,378,1.0
250,388,1.0
250,389,1.0
250,392,1.0
250,393,1.0
250,397,1.0
250,400,1.0
250,407,1.0
250,411,1.0
250,414,1.0
250,415,1.0
250,424,1.0
250,440,1.0
250,442,1.0
250,448,1.0
250,450,1.0
250,455,1.0
250,459,1.0
250,468,1.0
250,470,1.0
250,472,1.0
250,474,1.0
250,478,1.0
250,480,1.0
250,483,1.0
250,494,1.0
250,498,1.0
250,502,1.0
250,506,1.0
250,509,1.0
250,520,1.0
250,523,1.0
250,527,1.0
250,529,1.0
250,538,1.0
250,541,1.0
251,115,1.0
251,251,1.0
251,262,1.0
251,300,1.0
251,302,1.0
251,307,1.0
251,329,1.0
251,330,1.0
251,344,1.0
251,407,1.0
251,409,1.0
251,429,1.0
251,450,1.0
251,459,1.0
251,463,1.0
251,533,1.0
252,252,1.0
253,52,1.0
253,113,1.0
253,172,1.0
253,186,1.0
253,187,1.0
253,253,1.0
253,268,1.0
253,300,1.0
253,308,1.0
253,315,1.0
253,330,1.0
253,338,1.0
253,344,1.0
253,363,1.0
253,378,1.0
253,389,1.0
253,400,1.0
253,403,1.0
253,407,1.0
253,409,1.0
253,410,1.0
253,414,1.0
253,416,1.0
253,424,1.0
253,426,1.0
253,428,1.0
253,446,1.0
253,472,1.0
253,479,1.0
253,506,1.0
253,529,1.0
253,532,1.0
253,533,1.0
254,16,1.0
254,29,1.0
254,58,1.0
254,75,1.0
254,76,1.0
254,81,1.0
254,82,1.0
254,107,1.0
254,109,1.0
254,111,1.0
254,112,1.0
254,117,1.0
254,148,1.0
254,151,1.0
254,161,1.0
254,163,1.0
254,165,1.0
254,195,1.0
254,204,1.0
254,231,1.0
254,250,1.0
254,254,1.0
254,255,1.0
254,270,1.0
254,280,1.0
254,296,1.0
254,307,1.0
254,308,1.0
254,310,1.0
254,315,1.0
254,316,1.0
254,325,1.0
254,327,1.0
254,329,1.0
254,341,1.0
254,344,1.0
254,345,1.0
254,351,1.0
254,374,1.0
254,378,1.0
254,388,1.0
254,389,1.0
254,392,1.0
254,393,1.0
254,397,1.0
254,400,1.0
254,407,1.0
254,411,1.0
254,414,1.0
254,415,1.0
254,424,1.0
254,440,1.0
254,442,1.0
254,448,1.0
254,450,1.0
254,455,1.0
254,459,1.0
254,468,1.0
254,470,1.0
254,472,1.0
254,474,1.0
254,478,1.0
254,480,1.0
254,483,1.0
254,494,1.0
254,498,1.0
254,502,1.0
254,506,1.0
254,509,1.0
254,520,1.0
254,523,1.0
254,527,1.0
254,529,1.0
254,538,1.0
254,541,1.0
255,16,1.0
255,29,1.0
255,58,1.0
255,75,1.0
255,76,1.0
255,81,1.0
255,82,1.0
255,107,1.0
255,109,1.0
255,111,1.0
255,112,1.0
255,117,1.0
255,148,1.0
255,151,1.0
255,161,1.0
255,163,1.0
255,165,1.0
255,195,1.0
255,204,1.0
255,231,1.0
255,250,1.0
255,254,1.0
255,255,1.0
255,344,1.0
256,256,1.0
257,257,1.0
258,258,1.0
259,259,1.0
260,260,1.0
261,261,1.0
262,17,1.0
262,24,1.0
262,88,1.0
262,99,1.0
262,106,1.0
262,115,1.0
262,130,1.0
262,149,1.0
262,171,1.0
262,212,1.0
262,221,1.0
262,232,1.0
262,251,1.0
262,262,1.0
263,263,1.0
263,302,1.0
263,307,1.0
263,312,1.0
263,338,1.0
263,343,1.0
263,346,1.0
263,400,1.0
263,424,1.0
263,450,1.0
263,480,1.0
263,533,1.0
263,539,1.0
263,541,1.0
264,7,1.0
264,18,1.0
264,24,1.0
264,37,1.0
264,38,1.0
264,56,1.0
264,88,1.0
264,99,1.0
264,130,1.0
264,157,1.0
264,171,1.0
264,179,1.0
264,205,1.0
264,221,1.0
264,232,1.0
264,264,1.0
264,356,1.0
264,373,1.0
264,392,1.0
264,533,1.0
265,265,1.0
266,266,1.0
267,267,1.0
268,26,1.0
268,52,1.0
268,77,1.0
